Identity number	Search word	Text in German	Text in English	Meaning	Displayed meaning	Effective type	Write-protect entry for screens	Variable name	Header or table section?	Change-row EFOP	Insert-row-before-EFOP	Insert-row-after EFOP	Delete-row-before-EFOP	Delete-row-after-EFOP	Select-row EFOP	Move-rows-before EFOP	Move-row validation EFOP	Move-rows-to EFOP	Cancel screen EFOP	Exit screen EFOP	Enter screen EFOP	End of screen EFOP	Screen number	Screen validation EFOP	Footer	Button (after) EFOP	Button (before) EFOP	Exit field EFOP	Field filled EFOP	Field validation EFOP
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Startbutton	Start button	BU3	editable	isbstart	No												sk/CONSWAREHOUSE.SE		10573			sk/CONSWAREHOUSE.BA				
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Datum, Uhrzeit	Date, time	GD19	always read-only	isstartzeit	No												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Beginn Reservefelder für Kopfteil	Start of user-defined fields for the header section	K1	Field hidden	itresstart06502	No												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	von	From	GD2	editable	isdatvon	No												sk/CONSWAREHOUSE.SE		10573					sk/CONSWAREHOUSE.FE		
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	bis	To	GD2	editable	isdatbis	No												sk/CONSWAREHOUSE.SE		10573					sk/CONSWAREHOUSE.FE		
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Vorgang zeigen	View transaction	DVS1	editable	isiconvorgang	No												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Kunden zuordnen	Allocate customer	DVS1	editable	isiconzuordnen	No												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Kunde zugeordnet	Customer allocated	DVS1	editable	isiconok	No												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Zeilen verifizieren und auswählen	Verify and select rows	BU3	editable	iszeilenpruefen	No												sk/CONSWAREHOUSE.SE		10573			sk/CONSWAREHOUSE.BA				
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Ausgewählte löschen	Delete selection	BU3	editable	iszeilenloeschen	No												sk/CONSWAREHOUSE.SE		10573			sk/CONSWAREHOUSE.BA				
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Aktiv	Active	B	editable	isanalyse	No												sk/CONSWAREHOUSE.SE		10573					sk/CONSWAREHOUSE.FE		
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Aktiv	Active	B	editable	ismeldung	No												sk/CONSWAREHOUSE.SE		10573					sk/CONSWAREHOUSE.FE		
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Zeilen-ID	Row ID	TZN	always read-only	ittabnr	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Zeilen-ID	Row ID	IDZ65:2	always read-only	itzid	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Laufende Zeilennummer	Consecutive row number	I7	always read-only	itzn	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Drucken	Print	BU14	editable	itbudruck	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Drucken	Print	BU8	editable	itbudruck2	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Infosystem	Infosystem	BU14	editable	itbuinfosys	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Zeile markiert?	Row selected?	B	editable	itmarkiert	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Markierungsordnung	Selection order	I5	editable	itmarkierung	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Stufe innerhalb des Baums	Level within the tree	IP4	always read-only	istbaumstufe	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Status des Baumelementes	Status of tree element	A102	always read-only	istbaumstat	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Baum auf-/zuklappen	Expand/Collapse tree	BU3	editable	istbaumaufzu	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Bezeichnung des Baumelementes	Component description	GL254	always read-only	istbaumtext	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Tooltipp	Tooltip	GL254	always read-only	istbauminfo	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Symbol (Dateiname)	Symbol (File name)	DV1	always read-only	istbaumicon	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Symbol	Symbol	DVS1	always read-only	istbaumiconz	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Ist Menüeintrag ausführbar?	Can menu entry be executed?	B	always read-only	istmenuemoeglich	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Ist Menüeintrag eingeschaltet?	Has menu entry been activated?	B	always read-only	istmenuean	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Dialogendeaktion	End of dialog action	A328	always read-only	istmenueendeaktion	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Beginn Reservefelder für Tabellenteil	Start of user-defined fields for the table section	K1	Field hidden	ittresstart06502	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Artikel	Product	P2:1	always read-only	istartikel	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Bezeichnung Artikel	Product description	PT2:1	always read-only	istartikelbez	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	ID Lagerjournal	Stock movement journal ID	P10	always read-only	istljid	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Lagerjournal	Stock movement journal	DVB1	editable	istlj	Yes												sk/CONSWAREHOUSE.SE		10573			sk/CONSWAREHOUSE.BA				
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Lagerplatz	Location	PS38	always read-only	istplatz	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Abgangsplatz ursprünglicher Erwerber	Original purchaser issue location	PS38	always read-only	istplatzursprung	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	ID Verkaufslieferschein	Sales delivery note ID	VPK99	always read-only	istvorgangid	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Vorgang	Transaction	DVB1	editable	istvorgang	Yes												sk/CONSWAREHOUSE.SE		10573			sk/CONSWAREHOUSE.BA				
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Kunde	Customer	VPK17	always read-only	istkunde	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Kunde ursprünglicher Erwerber	Original purchaser customer	VPK17	always read-only	istkundeursprung	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Buchungsart	Entry type	A308	always read-only	istbuarta	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	USt-IdNr vorgesehener Erwerber	Expected purchaser VAT registration number	NT16	always read-only	istustid	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	USt-IdNr ursprünglicher Erwerber	Original purchaser VAT registration number	NT16	always read-only	istustidursprung	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Landart	Country type	A8	always read-only	istlaart	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Landart ursprünglicher Erwerber	Original purchaser country type	A8	always read-only	istlaartursprung	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Det. Buchungsursache	Detailed cause of entry	A29	always read-only	istdetursache	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Länderkennzeichen vorgesehener Erwerber	Expected purchaser country code	NT3	always read-only	istlandkuerzel	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Länderkennzeichen ursprünglicher Erwerber	Original purchaser country code	NT3	always read-only	istlandkuerzelurspru	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Menge	Quantity	ARTR51000	always read-only	istmge	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Tatbestand	Case	GL1	always read-only	isttatbestand	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Dubletten geprüft	Duplicates checked	B	always read-only	istdubletten	Yes												sk/CONSWAREHOUSE.SE		10573							
10573	CONSWAREHOUSE	Meldung Konsignationslagerregelung zur ZM	Consignment warehouse regulation report for EC	Auswahl	Selection	B	editable	istmarkieren	Yes												sk/CONSWAREHOUSE.SE		10573							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppe	Group	I9	always read-only	itgrust	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppennummer	Group number	GRN65	always read-only	itgruppe	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppenbezeichnung	Group description	GRB65	always read-only	itgrbez	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Satznummer	Record no.	P65	always read-only	itsn	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datensatz-ID	Data record ID	ID65	always read-only	itid	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datenbanknummer	Database number	AN177	always read-only	itdnr	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datenbankbezeichnung	Database description	A177	always read-only	itdbez	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Schemaversion	Schema version	ZAE1	always read-only	itschemaversion	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppennummer der Objektgruppe	Group number of object group	GRN65	always read-only	itobjgruppe	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppenbezeichnung der Objektgruppe	Group description of object group	GRB65	always read-only	itobjgrbez	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datenbanknummer der Objektgruppe	Database number of object group	AN177	always read-only	itobjdnr	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datenbankbezeichnung der Objektgruppe	Database description of object group	A177	always read-only	itobjdbez	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gehört das Objekt zur Tabelle?	Does the object belong to the table?	B	always read-only	itobjinzeile	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Anzahl Zeilen im Tabellenteil	Number of rows in the table section	I7	always read-only	itozeilen	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Zu archivierendes Dokument	Document to be archived	DV	always read-only	itdateiarchivieren	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Drucken	Print	BU14	editable	itbudruck	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Drucken	Print	BU8	editable	itbudruck2	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Infosystem	Infosystem	BU14	editable	itbuinfosys	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Markierte Zeile	Selected row	I5	editable	itmarkiertzn	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Identnummer	Identity number	N65	always read-only	itnum65	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Identnummer	Identity number	NK65	always read-only	itnummer	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Identnummer	Identity number	NL65	always read-only	itnummerb	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Suchwort	Search word	SW65	always read-only	itsuch65	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Suchwort	Search word	SWK65	always read-only	itsuch	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Suchwort	Search word	SWL65	always read-only	itsuchb	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Arbeitsbereich	Workspace	GLU20	always read-only	iearb	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Rang des Arbeitsbereiches	Ranking of workspace	IP5	always read-only	ierangarb	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datenbank	Database	A35	always read-only	iedatname	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datenbank	Database	A35	always read-only	iedn	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Datenbank	Database	AN35	always read-only	iedatnr	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppenvektor	Group vector	IP9	always read-only	iegrp	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppenliste	Group list	GL85	always read-only	iegrliste	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppennamenliste	List with names of groups	GL40	always read-only	iegrtxt	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppenauswahl	Group selection	BU3	editable	iegrausw	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Berichtskopf	Header	GL200	editable	iebkopf	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Berichtsfuß	Footer	GL200	editable	iebfuss	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppenkopf	Group header	GL200	editable	iegrkopf	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Gruppenfuß	Group footer	GL200	editable	iegrfuss	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Tabelle	Table	GL200	editable	ietab	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Berichtstyp	Report type	A82	editable	iebtyp	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Ausgabetyp	Output type	A83	editable	ieatyp	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Ausgabegerät	Output device	GL20	editable	ieageraet	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Ausgabeparameter	Output parameter	GL100	editable	ieaparam	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Maximale Anzahl von Tabellenzeilen	Maximum number of table rows	IP5	editable	iemaxlines	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Anzahl der Stufen, die sofort geöffnet werden	Number of levels which are opened immediately	IP4	editable	ieanzstufen	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Infosystem hat Baumansicht?	Infosystem has tree view?	B	always read-only	ietreeview	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Rückfrage bei Abbruch?	Query when cancelling?	B	editable	ieabbrfrage	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Maskennummer	Screen number	I9	always read-only	iemaskennr	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Titel	Title	GL	always read-only	ismenuetitel	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Zeilennummer als vorausgewählter Menüeintrag	Line number as preselected menu entry	IP9	always read-only	ismenuevorauswahl	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Soll Menüvorauswahl sofort benutzt werden?	Should menu preselection be used immediately?	B	always read-only	ismenuesofort	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Markierten Menüeintrag auswählen	Select selected menu entry	BU3	editable	ismenueokay	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
10574	FONTSMAPPING	Schriftarten verwalten	Manage fonts	Menüauswahl abbrechen	Cancel menu selection	BU3	editable	ismenueabbruch	No			java:de.abas.erp.infosystem.st.fontsmapping.FontsMappingEventHandler@de.abas.erp.infosystem.st.fontsmapping									st/FONTSMAPPING.ME		10574							
